length,original,abbreviation,drop_vowel,truncation,truncation_keep_end,all_different?
3,contractions,cts,cntrctns,con,cos,1
4,contractions,ctns,cntrctns,cont,cons,1
5,contractions,ctcns,cntrctns,contr,conts,1
6,contractions,ctctns,cntrctns,contra,contrs,1
7,contractions,ctrctns,cntrctns,contrac,contras,1
8,contractions,cotrctns,cntrctns,contract,contracs,1
9,contractions,contrctns,cntrctns,contracti,contracts,1
10,contractions,contractns,cntrctns,contractio,contractis,1
3,contributes,cbs,cntrbts,con,cos,1
4,contributes,cbts,cntrbts,cont,cons,1
5,contributes,cbuts,cntrbts,contr,conts,1
6,contributes,ctbuts,cntrbts,contri,contrs,1
7,contributes,ctrbuts,cntrbts,contrib,contris,1
8,contributes,cotrbuts,cntrbts,contribu,contribs,1
9,contributes,contrbuts,cntrbts,contribut,contribus,1
3,contrition,ctn,cntrtn,con,con,1
4,contrition,cttn,cntrtn,cont,conn,1
5,contrition,ctrtn,cntrtn,contr,contn,1
6,contrition,cotrtn,cntrtn,contri,contrn,1
7,contrition,contrtn,cntrtn,contrit,contrin,1
8,contrition,contrton,cntrtn,contriti,contritn,1
3,contrived,cvd,cntrvd,con,cod,1
4,contrived,ctvd,cntrvd,cont,cond,1
5,contrived,ctved,cntrvd,contr,contd,1
6,contrived,ctrved,cntrvd,contri,contrd,1
7,contrived,cotrved,cntrvd,contriv,contrid,1
3,controversial,cvl,cntrvrsl,con,col,1
4,controversial,ctvl,cntrvrsl,cont,conl,1
5,controversial,ctvsl,cntrvrsl,contr,contl,1
6,controversial,ctvsal,cntrvrsl,contro,contrl,1
7,controversial,ctrvsal,cntrvrsl,controv,control,1
8,controversial,cotrvsal,cntrvrsl,controve,controvl,1
9,controversial,contrvsal,cntrvrsl,controver,controvel,1
10,controversial,controvsal,cntrvrsl,controvers,controverl,1
11,controversial,controvesal,cntrvrsl,controversi,controversl,1
3,conundrum,crm,cnndrm,con,com,1
4,conundrum,cdrm,cnndrm,conu,conm,1
5,conundrum,cndrm,cnndrm,conun,conum,1
6,conundrum,cundrm,cnndrm,conund,conunm,1
7,conundrum,cundrum,cnndrm,conundr,conundm,1
3,convention,cvn,cnvntn,con,con,1
4,convention,cvtn,cnvntn,conv,conn,1
5,convention,covtn,cnvntn,conve,convn,1
6,convention,convtn,cnvntn,conven,conven,1
7,convention,convntn,cnvntn,convent,convenn,1
8,convention,conventn,cnvntn,conventi,conventn,1
3,convergence,cvg,cnvrgnc,con,coe,1
4,convergence,cvge,cnvrgnc,conv,cone,1
5,convergence,cvgee,cnvrgnc,conve,conve,1
6,convergence,cvgece,cnvrgnc,conver,convee,1
7,convergence,covgece,cnvrgnc,converg,convere,1
8,convergence,convgece,cnvrgnc,converge,converge,1
9,convergence,convgence,cnvrgnc,convergen,convergee,1
3,convergent,cvg,cnvrgnt,con,cot,1
4,convergent,cvgt,cnvrgnt,conv,cont,1
5,convergent,cvget,cnvrgnt,conve,convt,1
6,convergent,cvgent,cnvrgnt,conver,convet,1
7,convergent,covgent,cnvrgnt,converg,convert,1
8,convergent,convgent,cnvrgnt,converge,convergt,1
3,converging,cvg,cnvrgng,con,cog,1
4,converging,cvgg,cnvrgng,conv,cong,1
5,converging,cvgng,cnvrgng,conve,convg,1
6,converging,cvging,cnvrgng,conver,conveg,1
7,converging,covging,cnvrgng,converg,converg,1
8,converging,convging,cnvrgng,convergi,convergg,1
3,conversations,cvs,cnvrstns,con,cos,1
4,conversations,cvas,cnvrstns,conv,cons,1
5,conversations,cvans,cnvrstns,conve,convs,1
6,conversations,cvsans,cnvrstns,conver,conves,1
7,conversations,covsans,cnvrstns,convers,convers,1
8,conversations,convsans,cnvrstns,conversa,converss,1
9,conversations,convsatns,cnvrstns,conversat,conversas,1
10,conversations,convesatns,cnvrstns,conversati,conversats,1
11,conversations,conversatns,cnvrstns,conversatio,conversatis,1
3,converted,cvd,cnvrtd,con,cod,1
4,converted,cvtd,cnvrtd,conv,cond,1
5,converted,covtd,cnvrtd,conve,convd,1
6,converted,convtd,cnvrtd,conver,conved,1
7,converted,convetd,cnvrtd,convert,converd,1
3,converts,cvs,cnvrts,con,cos,1
4,converts,cvts,cnvrts,conv,cons,1
5,converts,covts,cnvrts,conve,convs,1
6,converts,convts,cnvrts,conver,conves,1
3,conveyed,cye,cnvyd,con,cod,1
4,conveyed,cvye,cnvyd,conv,cond,1
5,conveyed,cvyed,cnvyd,conve,convd,1
6,conveyed,covyed,cnvyd,convey,conved,1
3,conveying,cyi,cnvyng,con,cog,1
4,conveying,cvyi,cnvyng,conv,cong,1
5,conveying,cvyig,cnvyng,conve,convg,1
6,conveying,cvying,cnvyng,convey,conveg,1
7,conveying,covying,cnvyng,conveyi,conveyg,1
3,convivial,cvl,cnvvl,con,col,1
4,convivial,cvil,cnvvl,conv,conl,1
5,convivial,cvvil,cnvvl,convi,convl,1
6,convivial,cvivil,cnvvl,conviv,convil,1
7,convivial,cvivial,cnvvl,convivi,convivl,1
3,coolness,cne,clnss,coo,cos,1
4,coolness,cnes,clnss,cool,coos,1
5,coolness,cness,clnss,cooln,cools,1
6,coolness,clness,clnss,coolne,coolns,1
3,coordinator,cdr,crdntr,coo,cor,1
4,coordinator,cdor,crdntr,coor,coor,1
5,coordinator,codor,crdntr,coord,coorr,1
6,coordinator,codior,crdntr,coordi,coordr,1
7,coordinator,coodior,crdntr,coordin,coordir,1
8,coordinator,coodinor,crdntr,coordina,coordinr,1
9,coordinator,coodinaor,crdntr,coordinat,coordinar,1
3,copeland,cpd,cplnd,cop,cod,1
4,copeland,cpld,cplnd,cope,copd,1
5,copeland,cplnd,cplnd,copel,coped,1
6,copeland,cpland,cplnd,copela,copeld,1
3,copyrighted,cyr,cpyrghtd,cop,cod,1
4,copyrighted,cyrh,cpyrghtd,copy,copd,1
5,copyrighted,cyrht,cpyrghtd,copyr,copyd,1
6,copyrighted,cpyrht,cpyrghtd,copyri,copyrd,1
7,copyrighted,cpyrhtd,cpyrghtd,copyrig,copyrid,1
8,copyrighted,cpyrghtd,cpyrghtd,copyrigh,copyrigd,1
9,copyrighted,copyrghtd,cpyrghtd,copyright,copyrighd,1
3,corcoran,ccn,crcrn,cor,con,1
4,corcoran,ccrn,crcrn,corc,corn,1
5,corcoran,crcrn,crcrn,corco,corcn,1
6,corcoran,corcrn,crcrn,corcor,corcon,1
3,cordially,cdy,crdlly,cor,coy,1
4,cordially,cdly,crdlly,cord,cory,1
5,cordially,cdily,crdlly,cordi,cordy,1
6,cordially,cdilly,crdlly,cordia,cordiy,1
7,cordially,crdilly,crdlly,cordial,cordiay,1
3,cordless,cdl,crdlss,cor,cos,1
4,cordless,cdls,crdlss,cord,cors,1
5,cordless,cdlss,crdlss,cordl,cords,1
6,cordless,crdlss,crdlss,cordle,cordls,1
3,cordoned,coe,crdnd,cor,cod,1
4,cordoned,cdoe,crdnd,cord,cord,1
5,cordoned,cdoed,crdnd,cordo,cordd,1
6,cordoned,cdoned,crdnd,cordon,cordod,1
3,corduroy,cdy,crdry,cor,coy,1
4,corduroy,cdry,crdry,cord,cory,1
5,corduroy,cdroy,crdry,cordu,cordy,1
6,corduroy,crdroy,crdry,cordur,corduy,1
3,cornbread,cbr,crnbrd,cor,cod,1
4,cornbread,cbrd,crnbrd,corn,cord,1
5,cornbread,cnbrd,crnbrd,cornb,cornd,1
6,cornbread,cnbrad,crnbrd,cornbr,cornbd,1
7,cornbread,crnbrad,crnbrd,cornbre,cornbrd,1
3,cornelia,cea,crnl,cor,coa,1
4,cornelia,cnea,crnl,corn,cora,1
5,cornelia,cnela,crnl,corne,corna,1
6,cornelia,crnela,crnl,cornel,cornea,1
3,cornelius,ceu,crnls,cor,cos,1
4,cornelius,ceus,crnls,corn,cors,1
5,cornelius,cneus,crnls,corne,corns,1
6,cornelius,cnelus,crnls,cornel,cornes,1
7,cornelius,crnelus,crnls,corneli,cornels,1
3,cornerback,ceb,crnrbck,cor,cok,1
4,cornerback,ceba,crnrbck,corn,cork,1
5,cornerback,cebak,crnrbck,corne,cornk,1
6,cornerback,cnebak,crnrbck,corner,cornek,1
7,cornerback,cneback,crnrbck,cornerb,cornerk,1
8,cornerback,crneback,crnrbck,cornerba,cornerbk,1
3,cornering,ceg,crnrng,cor,cog,1
4,cornering,cneg,crnrng,corn,corg,1
5,cornering,cneng,crnrng,corne,corng,1
6,cornering,crneng,crnrng,corner,corneg,1
7,cornering,corneng,crnrng,corneri,cornerg,1
3,cornfields,cfi,crnflds,cor,cos,1
4,cornfields,cfis,crnflds,corn,cors,1
5,cornfields,cfids,crnflds,cornf,corns,1
6,cornfields,cnfids,crnflds,cornfi,cornfs,1
7,cornfields,cnfilds,crnflds,cornfie,cornfis,1
8,cornfields,cnfields,crnflds,cornfiel,cornfies,1
3,cornstarch,cch,crnstrch,cor,coh,1
4,cornstarch,cnch,crnstrch,corn,corh,1
5,cornstarch,cnrch,crnstrch,corns,cornh,1
6,cornstarch,cnsrch,crnstrch,cornst,cornsh,1
7,cornstarch,cnstrch,crnstrch,cornsta,cornsth,1
8,cornstarch,crnstrch,crnstrch,cornstar,cornstah,1
3,cornucopia,cpi,crncp,cor,coa,1
4,cornucopia,cpia,crncp,corn,cora,1
5,cornucopia,ccpia,crncp,cornu,corna,1
6,cornucopia,cncpia,crncp,cornuc,cornua,1
7,cornucopia,cnucpia,crncp,cornuco,cornuca,1
8,cornucopia,crnucpia,crncp,cornucop,cornucoa,1
3,corralled,crd,crrlld,cor,cod,1
4,corralled,crld,crrlld,corr,cord,1
5,corralled,crled,crrlld,corra,corrd,1
6,corralled,crrled,crrlld,corral,corrad,1
7,corralled,corrled,crrlld,corrall,corrald,1
3,correction,ccn,crrctn,cor,con,1
4,correction,crcn,crrctn,corr,corn,1
5,correction,crctn,crrctn,corre,corrn,1
6,correction,crrctn,crrctn,correc,corren,1
7,correction,corrctn,crrctn,correct,correcn,1
8,correction,correctn,crrctn,correcti,correctn,1
3,correctional,ccl,crrctnl,cor,col,1
4,correctional,crcl,crrctnl,corr,corl,1
5,correctional,crcal,crrctnl,corre,corrl,1
6,correctional,crctal,crrctnl,correc,correl,1
7,correctional,crrctal,crrctnl,correct,correcl,1
8,correctional,corrctal,crrctnl,correcti,correctl,1
9,correctional,corrctnal,crrctnl,correctio,correctil,1
10,correctional,correctnal,crrctnl,correction,correctiol,1
3,corrects,ccs,crrcts,cor,cos,1
4,corrects,crcs,crrcts,corr,cors,1
5,corrects,crcts,crrcts,corre,corrs,1
6,corrects,crrcts,crrcts,correc,corres,1
3,correlating,clg,crrltng,cor,cog,1
4,correlating,crlg,crrltng,corr,corg,1
5,correlating,crlng,crrltng,corre,corrg,1
6,correlating,crlang,crrltng,correl,correg,1
7,correlating,crrlang,crrltng,correla,correlg,1
8,correlating,corrlang,crrltng,correlat,correlag,1
9,correlating,corrlatng,crrltng,correlati,correlatg,1
3,correlational,cll,crrltnl,cor,col,1
4,correlational,crll,crrltnl,corr,corl,1
5,correlational,crlal,crrltnl,corre,corrl,1
6,correlational,crlaal,crrltnl,correl,correl,1
7,correlational,crrlaal,crrltnl,correla,correll,1
8,correlational,corrlaal,crrltnl,correlat,correlal,1
9,correlational,corrlanal,crrltnl,correlati,correlatl,1
10,correlational,corrlatnal,crrltnl,correlatio,correlatil,1
11,correlational,correlatnal,crrltnl,correlation,correlatiol,1
3,corroborate,cbe,crrbrt,cor,coe,1
4,corroborate,cboe,crrbrt,corr,core,1
5,corroborate,crboe,crrbrt,corro,corre,1
6,corroborate,crbote,crrbrt,corrob,corroe,1
7,corroborate,crborte,crrbrt,corrobo,corrobe,1
8,corroborate,crrborte,crrbrt,corrobor,corroboe,1
9,corroborate,corrborte,crrbrt,corrobora,corrobore,1
3,cosmology,cgy,csmlgy,cos,coy,1
4,cosmology,cmgy,csmlgy,cosm,cosy,1
5,cosmology,csmgy,csmlgy,cosmo,cosmy,1
6,cosmology,csmlgy,csmlgy,cosmol,cosmoy,1
7,cosmology,csmolgy,csmlgy,cosmolo,cosmoly,1
3,costlier,clr,cstlr,cos,cor,1
4,costlier,cslr,cstlr,cost,cosr,1
5,costlier,cstlr,cstlr,costl,costr,1
6,costlier,cstler,cstlr,costli,costlr,1
3,costumes,css,cstms,cos,cos,1
4,costumes,csms,cstms,cost,coss,1
5,costumes,cstms,cstms,costu,costs,1
6,costumes,costms,cstms,costum,costus,1
3,cottonwood,ctw,cttnwd,cot,cod,1
4,cottonwood,ctwd,cttnwd,cott,cotd,1
5,cottonwood,cttwd,cttnwd,cotto,cottd,1
6,cottonwood,cttwod,cttnwd,cotton,cottod,1
7,cottonwood,cttwood,cttnwd,cottonw,cottond,1
8,cottonwood,cttowood,cttnwd,cottonwo,cottonwd,1
3,coughing,cug,cghng,cou,cog,1
4,coughing,cugh,cghng,coug,coug,1
5,coughing,cughg,cghng,cough,cougg,1
6,coughing,cughng,cghng,coughi,coughg,1
3,coughlin,cug,cghln,cou,con,1
4,coughlin,cugh,cghln,coug,coun,1
5,coughlin,cughl,cghln,cough,cougn,1
6,coughlin,cughln,cghln,coughl,coughn,1
3,counterculture,cue,cntrcltr,cou,coe,1
4,counterculture,cuce,cntrcltr,coun,coue,1
5,counterculture,cucte,cntrcltr,count,coune,1
6,counterculture,cuclte,cntrcltr,counte,counte,1
7,counterculture,cucltre,cntrcltr,counter,countee,1
8,counterculture,cuncltre,cntrcltr,counterc,countere,1
9,counterculture,cuntcltre,cntrcltr,countercu,counterce,1
10,counterculture,cuntcultre,cntrcltr,countercul,countercue,1
11,counterculture,countcultre,cntrcltr,countercult,countercule,1
12,counterculture,countculture,cntrcltr,countercultu,counterculte,1
3,counterfeiting,cuf,cntrftng,cou,cog,1
4,counterfeiting,cufi,cntrftng,coun,coug,1
5,counterfeiting,cufig,cntrftng,count,coung,1
6,counterfeiting,cufitg,cntrftng,counte,countg,1
7,counterfeiting,cunfitg,cntrftng,counter,counteg,1
8,counterfeiting,cunfeitg,cntrftng,counterf,counterg,1
9,counterfeiting,cuntfeitg,cntrftng,counterfe,counterfg,1
10,counterfeiting,cuntfeitng,cntrftng,counterfei,counterfeg,1
11,counterfeiting,countfeitng,cntrftng,counterfeit,counterfeig,1
12,counterfeiting,countrfeitng,cntrftng,counterfeiti,counterfeitg,1
3,counterintuitive,cui,cntrnttv,cou,coe,1
4,counterintuitive,cuiv,cntrnttv,coun,coue,1
5,counterintuitive,cuive,cntrnttv,count,coune,1
6,counterintuitive,cunive,cntrnttv,counte,counte,1
7,counterintuitive,cunitve,cntrnttv,counter,countee,1
8,counterintuitive,cuntitve,cntrnttv,counteri,countere,1
9,counterintuitive,cunttitve,cntrnttv,counterin,counterie,1
10,counterintuitive,counttitve,cntrnttv,counterint,counterine,1
11,counterintuitive,counttuitve,cntrnttv,counterintu,counterinte,1
12,counterintuitive,countntuitve,cntrnttv,counterintui,counterintue,1
13,counterintuitive,countrntuitve,cntrnttv,counterintuit,counterintuie,1
14,counterintuitive,countrntuitive,cntrnttv,counterintuiti,counterintuite,1
3,counties,cus,cnts,cou,cos,1
4,counties,cuns,cnts,coun,cous,1
5,counties,cunts,cnts,count,couns,1
6,counties,cuntes,cnts,counti,counts,1
3,countryman,cum,cntrymn,cou,con,1
4,countryman,cumn,cntrymn,coun,coun,1
5,countryman,cuymn,cntrymn,count,counn,1
6,countryman,cunymn,cntrymn,countr,countn,1
7,countryman,cunyman,cntrymn,country,countrn,1
8,countryman,cuntyman,cntrymn,countrym,countryn,1
3,couplings,cup,cplngs,cou,cos,1
4,couplings,cups,cplngs,coup,cous,1
5,couplings,cupls,cplngs,coupl,coups,1
6,couplings,cuplgs,cplngs,coupli,coupls,1
7,couplings,cuplngs,cplngs,couplin,couplis,1
3,courtier,cur,crtr,cou,cor,1
4,courtier,cutr,crtr,cour,cour,1
5,courtier,cuter,crtr,court,courr,1
6,courtier,curter,crtr,courti,courtr,1
3,courtiers,cus,crtrs,cou,cos,1
4,courtiers,cuts,crtrs,cour,cous,1
5,courtiers,cutes,crtrs,court,cours,1
6,courtiers,curtes,crtrs,courti,courts,1
7,courtiers,curters,crtrs,courtie,courtis,1
3,courtney,cun,crtny,cou,coy,1
4,courtney,cune,crtny,cour,couy,1
5,courtney,cuney,crtny,court,coury,1
6,courtney,cutney,crtny,courtn,courty,1
3,courtroom,cum,crtrm,cou,com,1
4,courtroom,cutm,crtrm,cour,coum,1
5,courtroom,cutom,crtrm,court,courm,1
6,courtroom,curtom,crtrm,courtr,courtm,1
7,courtroom,curtrom,crtrm,courtro,courtrm,1
3,covariance,cve,cvrnc,cov,coe,1
4,covariance,cvce,cvrnc,cova,cove,1
5,covariance,cvrce,cvrnc,covar,covae,1
6,covariance,cvrnce,cvrnc,covari,covare,1
7,covariance,cvarnce,cvrnc,covaria,covarie,1
8,covariance,covarnce,cvrnc,covarian,covariae,1
3,coverlet,cvt,cvrlt,cov,cot,1
4,coverlet,cvlt,cvrlt,cove,covt,1
5,coverlet,covlt,cvrlt,cover,covet,1
6,coverlet,covlet,cvrlt,coverl,covert,1
3,cowering,cwg,cwrng,cow,cog,1
4,cowering,cweg,cwrng,cowe,cowg,1
5,cowering,cweng,cwrng,cower,coweg,1
6,cowering,coweng,cwrng,coweri,cowerg,1
3,coworker,cke,cwrkr,cow,cor,1
4,coworker,cwke,cwrkr,cowo,cowr,1
5,coworker,cwker,cwrkr,cowor,cowor,1
6,coworker,cwoker,cwrkr,cowork,coworr,1
3,cradling,clg,crdlng,cra,crg,1
4,cradling,crlg,crdlng,crad,crag,1
5,cradling,crdlg,crdlng,cradl,cradg,1
6,cradling,crdlng,crdlng,cradli,cradlg,1
3,cramping,cig,crmpng,cra,crg,1
4,cramping,cpig,crmpng,cram,crag,1
5,cramping,crpig,crmpng,cramp,cramg,1
6,cramping,crmpig,crmpng,crampi,crampg,1
3,cranston,crn,crnstn,cra,crn,1
4,cranston,crsn,crnstn,cran,cran,1
5,cranston,crstn,crnstn,crans,crann,1
6,cranston,crston,crnstn,cranst,cransn,1
3,crawling,cwl,crwlng,cra,crg,1
4,crawling,cwlg,crwlng,craw,crag,1
5,crawling,crwlg,crwlng,crawl,crawg,1
6,crawling,crwlng,crwlng,crawli,crawlg,1
3,creaking,ckg,crkng,cre,crg,1
4,creaking,crkg,crkng,crea,creg,1
5,creaking,crkig,crkng,creak,creag,1
6,creaking,crking,crkng,creaki,creakg,1
3,creationism,csm,crtnsm,cre,crm,1
4,creationism,crsm,crtnsm,crea,crem,1
5,creationism,crasm,crtnsm,creat,cream,1
6,creationism,cransm,crtnsm,creati,creatm,1
7,creationism,cranism,crtnsm,creatio,creatim,1
8,creationism,cratnism,crtnsm,creation,creatiom,1
9,creationism,creatnism,crtnsm,creationi,creationm,1
3,creature,cre,crtr,cre,cre,1
4,creature,crre,crtr,crea,cree,1
5,creature,crare,crtr,creat,creae,1
6,creature,craure,crtr,creatu,create,1
3,credibility,cbi,crdblty,cre,cry,1
4,credibility,cbiy,crdblty,cred,crey,1
5,credibility,crbiy,crdblty,credi,credy,1
6,credibility,crbily,crdblty,credib,crediy,1
7,credibility,crbilty,crdblty,credibi,crediby,1
8,credibility,crdbilty,crdblty,credibil,credibiy,1
9,credibility,crdibilty,crdblty,credibili,credibily,1
3,credible,cbl,crdbl,cre,cre,1
4,credible,cble,crdbl,cred,cree,1
5,credible,crble,crdbl,credi,crede,1
6,credible,crdble,crdbl,credib,credie,1
3,credibly,cbl,crdbly,cre,cry,1
4,credibly,cbly,crdbly,cred,crey,1
5,credibly,crbly,crdbly,credi,credy,1
6,credibly,crdbly,crdbly,credib,crediy,1
3,credited,crd,crdtd,cre,crd,1
4,credited,crdd,crdtd,cred,cred,1
5,credited,crdtd,crdtd,credi,credd,1
6,credited,crditd,crdtd,credit,credid,1
3,credulity,cry,crdlty,cre,cry,1
4,credulity,crty,crdlty,cred,crey,1
5,credulity,crdty,crdlty,credu,credy,1
6,credulity,crdlty,crdlty,credul,creduy,1
7,credulity,crdulty,crdlty,creduli,creduly,1
3,creeping,cei,crpng,cre,crg,1
4,creeping,ceig,crpng,cree,creg,1
5,creeping,cepig,crpng,creep,creeg,1
6,creeping,crepig,crpng,creepi,creepg,1
3,creighton,cih,crghtn,cre,crn,1
4,creighton,ciht,crghtn,crei,cren,1
5,creighton,cihtn,crghtn,creig,crein,1
6,creighton,crihtn,crghtn,creigh,creign,1
7,creighton,crightn,crghtn,creight,creighn,1
3,cremation,crn,crmtn,cre,crn,1
4,cremation,crmn,crmtn,crem,cren,1
5,cremation,crman,crmtn,crema,cremn,1
6,cremation,crmatn,crmtn,cremat,creman,1
7,cremation,crematn,crmtn,cremati,crematn,1
3,crestfallen,cfn,crstflln,cre,crn,1
4,crestfallen,crfn,crstflln,cres,cren,1
5,crestfallen,crsfn,crstflln,crest,cresn,1
6,crestfallen,crsfln,crstflln,crestf,crestn,1
7,crestfallen,crstfln,crstflln,crestfa,crestfn,1
8,crestfallen,crstflen,crstflln,crestfal,crestfan,1
9,crestfallen,crstfalen,crstflln,crestfall,crestfaln,1
3,cresting,crg,crstng,cre,crg,1
4,cresting,crsg,crstng,cres,creg,1
5,cresting,crstg,crstng,crest,cresg,1
6,cresting,crstng,crstng,cresti,crestg,1
3,crickets,cke,crckts,cri,crs,1
4,crickets,ckes,crckts,cric,cris,1
5,crickets,ckets,crckts,crick,crics,1
6,crickets,crkets,crckts,cricke,cricks,1
3,criminal,cml,crmnl,cri,crl,1
4,criminal,crml,crmnl,crim,cril,1
5,criminal,crmil,crmnl,crimi,criml,1
6,criminal,crmial,crmnl,crimin,crimil,1
3,crippling,cpl,crpplng,cri,crg,1
4,crippling,cplg,crpplng,crip,crig,1
5,crippling,crplg,crpplng,cripp,cripg,1
6,crippling,crpplg,crpplng,crippl,crippg,1
7,crippling,crpplng,crpplng,crippli,cripplg,1
3,critical,crl,crtcl,cri,crl,1
4,critical,crtl,crtcl,crit,cril,1
5,critical,crtcl,crtcl,criti,critl,1
6,critical,crtcal,crtcl,critic,critil,1
3,critically,cry,crtclly,cri,cry,1
4,critically,crty,crtclly,crit,criy,1
5,critically,crtly,crtclly,criti,crity,1
6,critically,crtlly,crtclly,critic,critiy,1
7,critically,crtclly,crtclly,critica,criticy,1
8,critically,crtcally,crtclly,critical,criticay,1
3,critters,cts,crttrs,cri,crs,1
4,critters,crts,crttrs,crit,cris,1
5,critters,crtts,crttrs,critt,crits,1
6,critters,crttrs,crttrs,critte,critts,1
3,crockery,cke,crckry,cro,cry,1
4,crockery,ckey,crckry,croc,croy,1
5,crockery,crkey,crckry,crock,crocy,1
6,crockery,crckey,crckry,crocke,crocky,1
3,crockett,cke,crcktt,cro,crt,1
4,crockett,cket,crcktt,croc,crot,1
5,crockett,ckett,crcktt,crock,croct,1
6,crockett,crkett,crcktt,crocke,crockt,1
3,crocodiles,cds,crcdls,cro,crs,1
4,crocodiles,crds,crcdls,croc,cros,1
5,crocodiles,crcds,crcdls,croco,crocs,1
6,crocodiles,crcdls,crcdls,crocod,crocos,1
7,crocodiles,crcdils,crcdls,crocodi,crocods,1
8,crocodiles,crcdiles,crcdls,crocodil,crocodis,1
3,cronkite,cke,crnkt,cro,cre,1
4,cronkite,crke,crnkt,cron,croe,1
5,cronkite,crkte,crnkt,cronk,crone,1
6,cronkite,crkite,crnkt,cronki,cronke,1
3,crossfire,cfi,crssfr,cro,cre,1
4,crossfire,cfir,crssfr,cros,croe,1
5,crossfire,cfire,crssfr,cross,crose,1
6,crossfire,crfire,crssfr,crossf,crosse,1
7,crossfire,crsfire,crssfr,crossfi,crossfe,1
3,crossing,crg,crssng,cro,crg,1
4,crossing,crsg,crssng,cros,crog,1
5,crossing,crssg,crssng,cross,crosg,1
6,crossing,crssng,crssng,crossi,crossg,1
3,crossover,cov,crssvr,cro,crr,1
4,crossover,covr,crssvr,cros,cror,1
5,crossover,crovr,crssvr,cross,crosr,1
6,crossover,crsovr,crssvr,crosso,crossr,1
7,crossover,crssovr,crssvr,crossov,crossor,1
3,crowding,cwd,crwdng,cro,crg,1
4,crowding,cwdg,crwdng,crow,crog,1
5,crowding,crwdg,crwdng,crowd,crowg,1
6,crowding,crwdig,crwdng,crowdi,crowdg,1
3,crumbling,clg,crmblng,cru,crg,1
4,crumbling,cblg,crmblng,crum,crug,1
5,crumbling,crblg,crmblng,crumb,crumg,1
6,crumbling,crmblg,crmblng,crumbl,crumbg,1
7,crumbling,crmblng,crmblng,crumbli,crumblg,1
3,crumpled,cld,crmpld,cru,crd,1
4,crumpled,cpld,crmpld,crum,crud,1
5,crumpled,crpld,crmpld,crump,crumd,1
6,crumpled,crmpld,crmpld,crumpl,crumpd,1
3,crusaders,crs,crsdrs,cru,crs,1
4,crusaders,crds,crsdrs,crus,crus,1
5,crusaders,crads,crsdrs,crusa,cruss,1
6,crusaders,crsads,crsdrs,crusad,crusas,1
7,crusaders,crsadrs,crsdrs,crusade,crusads,1
